Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Referee,Season,Last5HomeOver2.5Perc,AS,Last5AwayOver2.5Perc,HS,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,AwayOver2.5Perc,AvgLast5HomeGoalsScored,AST,AvgLast5HomeGoalsConceded,AvgLast5AwayGoalsScored,MaxC>2.5,B365C<2.5,AvgAwayGoalsConceded,Over2.5
2022-08-05,E0,20:00,Crystal Palace,Arsenal,A,A,A Taylor,2022/2023,0.0,10,0.0,10,42.11,0.0,47.37,0.0,2,2.0,2.0,2.19,1.72,0.95,0
2022-08-20,E0,17:30,Bournemouth,Arsenal,A,A,C Pawson,2022/2023,50.0,14,50.0,6,47.37,0.0,47.37,1.0,6,1.5,2.5,1.9,2.1,0.95,1
2022-09-04,E0,16:30,Man United,Arsenal,H,H,P Tierney,2022/2023,100.0,16,66.67,10,57.89,1.0,47.37,2.0,3,1.33,2.0,1.82,2.1,0.95,1
2022-09-18,E0,12:00,Brentford,Arsenal,A,A,D Coote,2022/2023,75.0,13,75.0,5,47.37,0.75,47.37,2.5,7,1.5,2.25,1.81,2.1,0.95,1
2022-10-16,E0,14:00,Leeds,Arsenal,A,A,C Kavanagh,2022/2023,40.0,9,60.0,16,63.16,0.6,47.37,1.2,4,0.6,2.0,1.64,2.3,0.95,0
2022-10-23,E0,14:00,Southampton,Arsenal,D,A,R Jones,2022/2023,40.0,12,60.0,10,47.37,0.8,47.37,1.0,3,1.2,1.8,1.72,2.2,0.95,0
2022-11-06,E0,12:00,Chelsea,Arsenal,A,D,M Oliver,2022/2023,60.0,14,40.0,5,36.84,0.8,47.37,1.6,2,0.8,1.4,2.01,1.96,0.95,0
2022-11-12,E0,19:45,Wolves,Arsenal,A,D,S Attwell,2022/2023,60.0,14,20.0,11,26.32,0.2,47.37,0.6,4,2.4,1.6,1.97,1.98,0.95,0
2022-12-31,E0,17:30,Brighton,Arsenal,A,A,A Taylor,2022/2023,60.0,14,20.0,9,52.63,0.6,47.37,1.4,7,1.6,1.8,1.96,2.01,0.95,1
2023-01-15,E0,16:30,Tottenham,Arsenal,A,A,C Pawson,2022/2023,60.0,14,20.0,17,57.89,0.6,47.37,1.2,5,2.2,2.0,2.03,1.94,0.95,0
2023-02-04,E0,12:30,Everton,Arsenal,H,D,D Coote,2022/2023,60.0,15,20.0,12,42.11,0.6,47.37,0.8,3,2.0,1.8,2.09,1.83,0.95,0
2023-02-18,E0,12:30,Aston Villa,Arsenal,A,H,S Hooper,2022/2023,80.0,20,40.0,7,57.89,1.0,47.37,1.6,5,2.6,2.4,2.01,1.91,0.95,1
2023-02-25,E0,15:00,Leicester,Arsenal,A,D,C Pawson,2022/2023,60.0,10,40.0,1,63.16,1.0,47.37,1.2,2,1.6,2.2,1.77,2.1,0.95,0
2023-03-12,E0,14:00,Fulham,Arsenal,A,A,D Coote,2022/2023,40.0,15,40.0,12,73.68,0.6,47.37,1.0,7,1.2,2.0,1.84,2.1,0.95,1
2023-04-09,E0,16:30,Liverpool,Arsenal,D,A,P Tierney,2022/2023,40.0,9,60.0,21,52.63,1.0,47.37,2.6,5,0.4,2.0,1.76,2.2,0.95,1
2023-04-16,E0,14:00,West Ham,Arsenal,D,A,D Coote,2022/2023,60.0,11,80.0,16,36.84,1.2,47.37,1.8,5,1.6,2.4,1.81,2.1,0.95,1
2023-04-26,E0,20:00,Man City,Arsenal,H,H,M Oliver,2022/2023,80.0,8,80.0,14,84.21,1.6,47.37,3.2,2,0.8,1.8,1.83,2.1,0.95,1
2023-05-07,E0,16:30,Newcastle,Arsenal,A,A,C Kavanagh,2022/2023,60.0,10,80.0,12,36.84,1.6,47.37,2.6,6,1.0,2.0,1.72,2.2,0.95,0
2023-05-20,E0,17:30,Nott'm Forest,Arsenal,H,H,A Taylor,2022/2023,40.0,11,60.0,6,36.84,1.8,47.37,1.8,3,1.4,1.4,1.83,2.1,0.95,0
2023-08-21,E0,20:00,Crystal Palace,Arsenal,A,D,D Coote,2023/2024,0.0,14,0.0,14,63.16,0.0,52.63,0.0,3,1.0,1.0,2.14,1.8,0.68,0
2023-09-17,E0,16:30,Everton,Arsenal,A,D,S Hooper,2023/2024,0.0,13,0.0,8,36.84,0.0,52.63,0.0,4,1.0,1.0,1.92,2.1,0.68,0
2023-09-30,E0,15:00,Bournemouth,Arsenal,A,A,M Salisbury,2023/2024,25.0,15,33.33,8,63.16,0.0,52.63,0.25,8,1.75,2.0,1.7,2.3,0.68,1
2023-10-21,E0,17:30,Chelsea,Arsenal,D,H,C Kavanagh,2023/2024,40.0,13,50.0,11,63.16,0.5,52.63,1.2,3,1.0,2.0,2.19,1.85,0.68,1
2023-11-04,E0,17:30,Newcastle,Arsenal,H,D,S Attwell,2023/2024,40.0,14,40.0,9,68.42,0.6,52.63,1.8,1,0.4,1.6,2.24,1.7,0.68,0
2023-11-25,E0,17:30,Brentford,Arsenal,A,D,T Robinson,2023/2024,80.0,15,40.0,9,68.42,0.6,52.63,1.8,4,1.6,1.6,1.99,1.94,0.68,0
2023-12-05,E0,20:15,Luton,Arsenal,A,A,S Barrott,2023/2024,60.0,23,60.0,6,68.42,1.2,52.63,1.4,9,1.8,2.2,1.68,2.25,0.68,1
2023-12-09,E0,17:30,Aston Villa,Arsenal,H,H,J Gillett,2023/2024,60.0,12,40.0,10,78.95,1.4,52.63,2.4,5,0.6,1.4,1.86,2.08,0.68,0
2023-12-23,E0,17:30,Liverpool,Arsenal,D,D,C Kavanagh,2023/2024,60.0,13,20.0,13,68.42,1.2,52.63,2.2,2,0.8,1.2,1.71,2.3,0.68,0
2023-12-31,E0,14:00,Fulham,Arsenal,H,D,J Smith,2023/2024,80.0,13,40.0,15,63.16,1.4,52.63,3.0,3,1.0,1.4,1.88,2.05,0.68,1
2024-01-30,E0,19:30,Nott'm Forest,Arsenal,A,D,S Hooper,2023/2024,60.0,19,60.0,9,52.63,1.6,52.63,1.0,3,1.8,1.6,1.83,2.05,0.68,1
2024-02-11,E0,14:00,West Ham,Arsenal,A,A,C Pawson,2023/2024,40.0,25,60.0,5,52.63,1.0,52.63,1.2,12,1.4,2.0,1.92,2.02,0.68,1
2024-02-17,E0,15:00,Burnley,Arsenal,A,A,J Gillett,2023/2024,40.0,16,80.0,8,57.89,0.8,52.63,0.6,7,2.4,3.0,1.62,2.4,0.68,1
2024-03-04,E0,20:00,Sheffield United,Arsenal,A,A,S Barrott,2023/2024,100.0,22,100.0,4,84.21,0.6,52.63,0.8,10,4.2,4.0,1.56,2.4,0.68,1
2024-03-31,E0,16:30,Man City,Arsenal,D,D,A Taylor,2023/2024,20.0,6,80.0,12,57.89,0.2,52.63,1.4,2,0.4,3.8,1.94,2.0,0.68,0
2024-04-06,E0,17:30,Brighton,Arsenal,A,A,J Brooks,2023/2024,40.0,20,80.0,10,57.89,0.0,52.63,1.2,7,1.0,4.0,1.73,2.3,0.68,1
2024-04-20,E0,19:30,Wolves,Arsenal,A,A,P Tierney,2023/2024,40.0,24,60.0,5,63.16,0.0,52.63,0.8,9,1.4,3.2,1.62,2.38,0.68,0
2024-04-28,E0,14:00,Tottenham,Arsenal,A,A,M Oliver,2023/2024,100.0,9,60.0,14,84.21,0.4,52.63,2.2,3,1.6,2.8,1.55,2.5,0.68,1
2024-05-12,E0,16:30,Man United,Arsenal,A,A,P Tierney,2023/2024,40.0,11,40.0,14,68.42,0.4,52.63,1.8,5,1.2,1.8,1.4,3.0,0.68,0
2024-08-24,E0,17:30,Aston Villa,Arsenal,A,D,M Oliver,2024/2025,0.0,9,0.0,11,57.89,0.0,36.84,0.0,4,2.0,2.0,1.76,2.1,0.89,0
2024-09-15,E0,14:00,Tottenham,Arsenal,A,D,J Gillett,2024/2025,50.0,7,0.0,15,73.68,0.0,36.84,2.0,4,0.5,1.5,1.68,2.3,0.89,0
2024-09-22,E0,16:30,Man City,Arsenal,D,A,M Oliver,2024/2025,100.0,5,33.33,33,73.68,0.67,36.84,2.67,3,1.33,1.67,2.07,1.85,0.89,1
2024-10-19,E0,17:30,Bournemouth,Arsenal,H,D,R Jones,2024/2025,25.0,6,25.0,13,31.58,1.0,36.84,1.5,1,0.75,1.25,1.99,1.91,0.89,0
2024-11-02,E0,12:30,Newcastle,Arsenal,H,H,J Brooks,2024/2025,20.0,10,20.0,9,63.16,1.0,36.84,1.0,1,0.6,1.0,1.96,1.95,0.89,0
2024-11-10,E0,16:30,Chelsea,Arsenal,D,D,M Oliver,2024/2025,40.0,13,20.0,17,57.89,1.2,36.84,1.8,3,1.2,0.8,1.84,2.0,0.89,0
2024-11-30,E0,17:30,West Ham,Arsenal,A,A,A Taylor,2024/2025,80.0,16,40.0,12,57.89,1.6,36.84,1.6,7,2.0,1.6,1.73,2.2,0.89,1
2024-12-08,E0,14:00,Fulham,Arsenal,D,H,C Kavanagh,2024/2025,80.0,12,20.0,2,63.16,1.4,36.84,1.6,4,2.0,1.4,1.79,2.1,0.89,0
2024-12-21,E0,17:30,Crystal Palace,Arsenal,A,A,S Hooper,2024/2025,40.0,14,40.0,15,47.37,1.2,36.84,1.0,6,2.0,2.4,1.9,2.05,0.89,1
2025-01-01,E0,17:30,Brentford,Arsenal,A,D,P Bankes,2024/2025,80.0,14,60.0,5,63.16,1.2,36.84,2.4,5,2.0,3.0,1.68,2.2,0.89,1
2025-01-04,E0,17:30,Brighton,Arsenal,D,A,A Taylor,2024/2025,40.0,9,60.0,11,68.42,1.2,36.84,1.0,3,1.2,3.0,2.05,1.88,0.89,0
2025-01-25,E0,15:00,Wolves,Arsenal,A,D,M Oliver,2024/2025,60.0,9,40.0,9,57.89,0.8,36.84,1.0,3,2.0,2.2,1.98,1.93,0.89,0
2025-02-15,E0,12:30,Leicester,Arsenal,A,D,S Barrott,2024/2025,20.0,11,40.0,6,47.37,0.6,36.84,0.0,5,2.2,2.4,1.76,2.1,0.89,0
2025-02-26,E0,19:30,Nott'm Forest,Arsenal,D,D,A Madley,2024/2025,40.0,13,20.0,6,31.58,0.4,36.84,2.4,1,0.6,1.4,2.32,1.67,0.89,0
2025-03-09,E0,16:30,Man United,Arsenal,D,H,A Taylor,2024/2025,60.0,17,0.0,10,52.63,0.4,36.84,1.6,6,1.8,1.0,2.19,1.8,0.89,0
2025-04-05,E0,12:30,Everton,Arsenal,D,A,D England,2024/2025,60.0,14,0.0,5,47.37,0.4,36.84,2.0,5,1.2,1.0,2.6,1.57,0.89,0
2025-04-20,E0,14:00,Ipswich,Arsenal,A,A,C Kavanagh,2024/2025,100.0,24,20.0,4,52.63,0.4,36.84,1.0,7,3.2,1.6,1.68,2.2,0.89,1
2025-05-11,E0,16:30,Liverpool,Arsenal,D,H,A Taylor,2024/2025,80.0,15,40.0,14,63.16,0.8,36.84,2.6,7,1.0,1.6,1.7,2.3,0.89,1
2025-05-25,E0,16:00,Southampton,Arsenal,A,A,D Bond,2024/2025,60.0,23,60.0,7,68.42,1.0,36.84,0.6,8,1.6,2.0,1.41,3.0,0.89,1
2022-08-06,E0,15:00,Bournemouth,Aston Villa,H,H,P Bankes,2022/2023,0.0,15,0.0,7,47.37,2.0,36.84,2.0,2,0.0,0.0,2.24,1.72,1.32,0
2022-08-20,E0,15:00,Crystal Palace,Aston Villa,H,D,A Madley,2022/2023,50.0,13,50.0,17,42.11,2.5,36.84,1.5,5,1.5,0.5,2.34,1.66,1.32,1
2022-08-31,E0,19:30,Arsenal,Aston Villa,H,H,R Jones,2022/2023,100.0,4,66.67,22,89.47,2.33,36.84,2.67,3,1.33,0.67,1.75,2.2,1.32,1
2022-10-02,E0,16:30,Leeds,Aston Villa,D,D,S Attwell,2022/2023,50.0,19,50.0,9,63.16,1.75,36.84,1.5,7,0.5,0.5,1.93,1.99,1.32,0
2022-10-10,E0,20:00,Nott'm Forest,Aston Villa,D,D,A Taylor,2022/2023,40.0,12,40.0,6,36.84,1.6,36.84,1.2,2,1.8,0.6,1.96,1.96,1.32,0
2022-10-20,E0,19:30,Fulham,Aston Villa,H,H,M Oliver,2022/2023,100.0,12,60.0,18,73.68,1.8,36.84,2.2,6,1.8,0.6,1.98,1.93,1.32,1
2022-10-29,E0,15:00,Newcastle,Aston Villa,H,H,P Tierney,2022/2023,40.0,3,60.0,20,36.84,2.0,36.84,2.2,0,0.4,0.4,1.93,1.99,1.32,1
2022-11-13,E0,14:00,Brighton,Aston Villa,A,D,C Kavanagh,2022/2023,60.0,8,60.0,7,52.63,1.8,36.84,2.0,2,1.2,0.6,2.19,1.93,1.32,1
2023-01-01,E0,14:00,Tottenham,Aston Villa,A,D,J Brooks,2022/2023,60.0,13,60.0,6,57.89,1.8,36.84,1.6,4,1.8,1.0,1.72,2.3,1.32,0
2023-01-21,E0,15:00,Southampton,Aston Villa,A,D,M Salisbury,2022/2023,40.0,16,60.0,8,47.37,1.6,36.84,0.6,5,2.0,1.0,2.33,1.67,1.32,0
2023-02-12,E0,16:30,Man City,Aston Villa,H,H,R Jones,2022/2023,80.0,6,60.0,17,84.21,1.6,36.84,2.4,2,1.2,1.2,1.53,2.63,1.32,1
2023-02-25,E0,15:00,Everton,Aston Villa,A,D,A Taylor,2022/2023,40.0,9,40.0,15,42.11,0.8,36.84,0.8,5,1.6,1.6,2.5,1.57,1.32,0
2023-03-12,E0,14:00,West Ham,Aston Villa,D,D,C Kavanagh,2022/2023,20.0,12,20.0,17,36.84,0.8,36.84,1.6,4,0.8,1.4,2.23,1.73,1.32,0
2023-04-01,E0,17:30,Chelsea,Aston Villa,A,A,A Madley,2022/2023,20.0,5,20.0,27,36.84,0.8,36.84,0.6,2,1.0,1.4,2.05,1.92,1.32,0
2023-04-04,E0,19:45,Leicester,Aston Villa,A,D,G Scott,2022/2023,80.0,15,40.0,9,63.16,1.0,36.84,1.6,5,1.8,1.6,2.02,1.95,1.32,1
2023-04-22,E0,15:00,Brentford,Aston Villa,D,D,M Salisbury,2022/2023,40.0,14,20.0,6,47.37,0.6,36.84,1.4,2,1.4,1.6,2.17,1.73,1.32,0
2023-04-30,E0,14:00,Man United,Aston Villa,H,H,J Gillett,2022/2023,20.0,7,20.0,14,57.89,0.8,36.84,1.4,1,0.0,1.2,1.61,2.5,1.32,0
2023-05-06,E0,15:00,Wolves,Aston Villa,H,H,S Attwell,2022/2023,20.0,16,20.0,6,26.32,0.8,36.84,1.6,3,0.8,1.0,2.17,1.8,1.32,0
2023-05-20,E0,15:00,Liverpool,Aston Villa,D,A,J Brooks,2022/2023,40.0,6,20.0,10,52.63,1.0,36.84,2.0,3,1.2,0.8,1.52,2.75,1.32,0
2023-08-12,E0,17:30,Newcastle,Aston Villa,H,H,A Madley,2023/2024,100.0,16,100.0,17,68.42,5.0,63.16,5.0,6,1.0,1.0,1.73,2.2,1.74,1
2023-08-27,E0,14:00,Burnley,Aston Villa,A,A,M Salisbury,2023/2024,100.0,16,100.0,9,57.89,3.0,63.16,0.5,6,3.0,2.0,1.84,2.0,1.74,1
2023-09-03,E0,14:00,Liverpool,Aston Villa,H,H,S Hooper,2023/2024,100.0,9,100.0,17,68.42,3.0,63.16,3.0,3,0.5,1.33,1.43,3.0,1.74,1
2023-09-24,E0,14:00,Chelsea,Aston Villa,A,D,J Gillett,2023/2024,25.0,15,75.0,10,63.16,2.25,63.16,1.0,7,0.75,1.25,1.76,2.1,1.74,0
2023-10-08,E0,14:00,Wolves,Aston Villa,D,D,R Jones,2023/2024,75.0,18,60.0,8,63.16,2.0,63.16,1.25,4,2.25,1.2,1.88,2.06,1.74,0
2023-11-05,E0,14:00,Nott'm Forest,Aston Villa,H,H,J Gillett,2023/2024,40.0,13,40.0,5,52.63,1.4,63.16,1.6,3,1.0,1.0,1.85,2.1,1.74,0
2023-11-26,E0,14:00,Tottenham,Aston Villa,A,D,R Jones,2023/2024,80.0,15,40.0,18,84.21,1.4,63.16,1.6,5,1.6,0.8,1.61,2.4,1.74,1
2023-12-03,E0,14:00,Bournemouth,Aston Villa,D,D,T Bramall,2023/2024,80.0,11,40.0,15,63.16,1.2,63.16,1.4,3,1.8,1.2,1.58,2.6,1.74,1
2023-12-17,E0,14:00,Brentford,Aston Villa,A,H,D Coote,2023/2024,80.0,15,60.0,4,68.42,1.4,63.16,2.0,5,1.2,1.4,1.99,1.92,1.74,1
2023-12-26,E0,20:00,Man United,Aston Villa,H,A,C Pawson,2023/2024,80.0,10,80.0,13,68.42,1.8,63.16,1.2,4,1.8,1.6,1.62,2.35,1.74,1
2024-01-14,E0,14:00,Everton,Aston Villa,D,D,D Coote,2023/2024,60.0,16,80.0,10,36.84,1.4,63.16,1.2,5,1.2,1.6,1.77,2.1,1.74,0
2024-02-03,E0,17:30,Sheffield United,Aston Villa,A,A,P Tierney,2023/2024,60.0,14,80.0,10,84.21,1.2,63.16,1.0,10,2.4,2.2,1.7,2.2,1.74,1
2024-02-17,E0,15:00,Fulham,Aston Villa,A,A,L Smith,2023/2024,60.0,12,80.0,15,63.16,1.0,63.16,1.2,3,1.2,2.2,1.73,2.3,1.74,1
2024-03-02,E0,17:30,Luton,Aston Villa,A,A,M Oliver,2023/2024,100.0,12,80.0,13,68.42,1.2,63.16,2.0,8,2.2,2.4,1.47,2.7,1.74,1
2024-03-17,E0,14:00,West Ham,Aston Villa,D,H,J Gillett,2023/2024,60.0,13,60.0,13,52.63,0.8,63.16,1.6,5,2.4,2.2,1.63,2.35,1.74,0
2024-04-03,E0,20:15,Man City,Aston Villa,H,H,D England,2023/2024,40.0,8,80.0,25,57.89,1.6,63.16,1.8,3,0.6,2.4,1.48,2.75,1.74,1
2024-04-14,E0,16:30,Arsenal,Aston Villa,A,D,D Coote,2023/2024,60.0,11,60.0,18,73.68,1.6,63.16,2.2,2,1.0,1.8,1.49,3.0,1.74,0
2024-05-05,E0,14:00,Brighton,Aston Villa,H,D,R Jones,2023/2024,40.0,2,40.0,15,57.89,1.6,63.16,0.6,1,1.6,1.4,1.47,2.75,1.74,0
2024-05-19,E0,16:00,Crystal Palace,Aston Villa,H,H,D Bond,2023/2024,80.0,8,40.0,15,63.16,2.2,63.16,3.6,2,1.2,0.8,1.5,2.75,1.74,1
2024-08-17,E0,17:30,West Ham,Aston Villa,A,D,T Harrington,2024/2025,100.0,15,100.0,14,57.89,1.0,68.42,1.0,3,2.0,2.0,1.73,2.1,1.63,1
2024-08-31,E0,15:00,Leicester,Aston Villa,A,A,D Coote,2024/2025,50.0,10,100.0,9,47.37,1.0,68.42,1.0,5,1.5,2.0,1.82,2.1,1.63,1
2024-09-29,E0,14:00,Ipswich,Aston Villa,D,A,S Attwell,2024/2025,33.33,7,100.0,15,52.63,1.33,68.42,1.0,3,1.67,2.0,1.85,2.0,1.63,1
2024-10-19,E0,15:00,Fulham,Aston Villa,A,D,D England,2024/2025,75.0,14,100.0,10,63.16,1.25,68.42,1.75,5,1.5,2.25,1.9,2.0,1.63,1
2024-11-03,E0,14:00,Tottenham,Aston Villa,H,A,C Pawson,2024/2025,80.0,12,100.0,16,73.68,1.8,68.42,3.0,1,0.8,2.0,1.48,2.75,1.63,1
2024-11-09,E0,20:00,Liverpool,Aston Villa,H,H,D Coote,2024/2025,60.0,12,80.0,14,63.16,2.0,68.42,1.8,2,0.6,1.6,1.61,2.38,1.63,0
2024-12-01,E0,13:30,Chelsea,Aston Villa,H,H,S Attwell,2024/2025,60.0,10,80.0,17,57.89,2.4,68.42,2.2,4,1.0,1.2,1.58,2.38,1.63,1
2024-12-14,E0,17:30,Nott'm Forest,Aston Villa,H,D,S Barrott,2024/2025,60.0,8,80.0,17,31.58,2.4,68.42,1.6,2,0.8,1.0,2.15,1.8,1.63,1
2024-12-26,E0,15:00,Newcastle,Aston Villa,H,H,A Taylor,2024/2025,60.0,4,80.0,22,63.16,2.8,68.42,2.2,1,1.0,0.4,1.72,2.3,1.63,1
2025-01-15,E0,19:30,Everton,Aston Villa,A,D,S Barrott,2024/2025,20.0,11,60.0,10,47.37,2.0,68.42,0.8,3,0.6,0.4,2.35,1.62,1.63,0
2025-01-18,E0,17:30,Arsenal,Aston Villa,D,H,C Kavanagh,2024/2025,40.0,8,80.0,18,52.63,2.0,68.42,1.4,4,0.6,0.8,2.03,2.1,1.63,1
2025-02-01,E0,17:30,Wolves,Aston Villa,H,H,A Madley,2024/2025,40.0,10,60.0,8,57.89,1.8,68.42,1.0,3,1.2,0.8,1.9,2.02,1.63,0
2025-02-25,E0,19:30,Crystal Palace,Aston Villa,H,H,S Barrott,2024/2025,80.0,6,60.0,19,47.37,2.2,68.42,1.8,2,1.4,0.8,1.84,2.1,1.63,1
2025-03-08,E0,17:30,Brentford,Aston Villa,A,D,J Gillett,2024/2025,20.0,12,40.0,13,63.16,1.6,68.42,0.6,4,1.6,1.0,1.52,2.75,1.63,0
2025-04-02,E0,19:45,Brighton,Aston Villa,A,D,S Attwell,2024/2025,80.0,8,60.0,11,68.42,1.6,68.42,1.4,5,1.2,1.4,1.89,2.02,1.63,1
2025-04-12,E0,15:00,Southampton,Aston Villa,A,D,T Bramall,2024/2025,80.0,25,60.0,7,68.42,1.2,68.42,0.6,10,2.6,1.6,1.67,2.38,1.63,1
2025-04-22,E0,20:00,Man City,Aston Villa,H,D,C Pawson,2024/2025,60.0,7,80.0,14,73.68,1.2,68.42,2.2,3,1.4,1.8,1.64,2.3,1.63,1
2025-05-10,E0,17:30,Bournemouth,Aston Villa,A,A,S Attwell,2024/2025,40.0,6,60.0,10,31.58,0.4,68.42,0.8,3,1.2,1.8,1.72,2.2,1.63,0
2025-05-25,E0,16:00,Man United,Aston Villa,H,D,T Bramall,2024/2025,0.0,6,60.0,25,52.63,0.8,68.42,0.6,1,0.8,1.6,1.61,2.38,1.63,0
2022-08-13,E0,15:00,Man City,Bournemouth,H,H,D Coote,2022/2023,100.0,3,100.0,19,84.21,4.0,47.37,4.0,1,0.0,0.0,1.34,3.75,2.26,1
2022-08-27,E0,15:00,Liverpool,Bournemouth,H,H,S Attwell,2022/2023,50.0,5,100.0,19,52.63,6.5,47.37,5.0,2,0.5,0.0,1.43,3.5,2.26,1
2022-09-03,E0,15:00,Nott'm Forest,Bournemouth,A,H,M Oliver,2022/2023,33.33,8,100.0,11,36.84,5.0,47.37,1.0,3,1.67,1.0,2.35,1.72,2.26,1
2022-09-17,E0,15:00,Newcastle,Bournemouth,D,D,C Pawson,2022/2023,25.0,10,75.0,20,36.84,4.0,47.37,1.5,3,1.0,1.0,1.78,2.1,2.26,0
2022-10-15,E0,15:00,Fulham,Bournemouth,D,A,G Scott,2022/2023,100.0,10,80.0,19,73.68,3.6,47.37,2.0,6,2.2,1.2,2.09,1.98,2.26,1
2022-10-24,E0,20:00,West Ham,Bournemouth,H,H,D Coote,2022/2023,20.0,5,60.0,20,36.84,3.2,47.37,1.6,3,0.8,1.2,2.02,1.92,2.26,0
2022-11-05,E0,15:00,Leeds,Bournemouth,H,A,T Harrington,2022/2023,40.0,9,60.0,18,63.16,2.2,47.37,1.4,6,1.6,1.8,1.8,2.1,2.26,1
2022-12-27,E0,17:30,Chelsea,Bournemouth,H,H,S Hooper,2022/2023,40.0,9,40.0,15,36.84,2.2,47.37,1.6,4,0.6,1.2,1.7,2.3,2.26,0
2023-01-03,E0,20:00,Man United,Bournemouth,H,H,M Salisbury,2022/2023,40.0,7,60.0,18,57.89,2.6,47.37,1.8,4,0.0,1.0,1.59,2.38,2.26,1
2023-01-14,E0,17:30,Brentford,Bournemouth,H,H,J Gillett,2022/2023,40.0,7,40.0,12,47.37,2.6,47.37,1.6,2,0.8,0.6,1.98,1.94,2.26,0
2023-02-04,E0,15:00,Brighton,Bournemouth,H,D,C Pawson,2022/2023,80.0,12,40.0,20,52.63,2.4,47.37,2.2,2,1.4,0.6,1.67,2.3,2.26,0
2023-02-18,E0,15:00,Wolves,Bournemouth,A,D,M Salisbury,2022/2023,20.0,5,20.0,15,26.32,1.6,47.37,0.8,1,0.8,0.2,2.13,1.82,2.26,0
2023-03-04,E0,15:00,Arsenal,Bournemouth,H,A,C Kavanagh,2022/2023,80.0,4,40.0,31,89.47,1.8,47.37,2.4,4,1.6,0.6,1.6,2.5,2.26,1
2023-03-18,E0,15:00,Aston Villa,Bournemouth,H,H,R Jones,2022/2023,80.0,10,40.0,20,57.89,1.8,47.37,2.0,3,1.8,0.6,1.96,1.95,2.26,1
2023-04-08,E0,15:00,Leicester,Bournemouth,A,A,D Coote,2022/2023,60.0,19,40.0,14,63.16,1.4,47.37,1.2,7,1.6,0.8,2.02,1.93,2.26,0
2023-04-15,E0,15:00,Tottenham,Bournemouth,A,D,A Madley,2022/2023,60.0,6,60.0,24,57.89,1.6,47.37,2.2,6,1.0,1.4,1.8,2.1,2.26,1
2023-04-27,E0,19:45,Southampton,Bournemouth,A,D,D England,2022/2023,40.0,16,60.0,11,47.37,1.6,47.37,0.8,2,2.4,1.4,2.24,1.73,2.26,0
2023-05-13,E0,15:00,Crystal Palace,Bournemouth,H,H,M Salisbury,2022/2023,40.0,5,40.0,17,42.11,1.4,47.37,1.6,0,1.0,1.0,2.08,1.86,2.26,0
2023-05-28,E0,16:30,Everton,Bournemouth,H,D,S Attwell,2022/2023,60.0,7,20.0,13,42.11,1.0,47.37,0.8,2,2.2,1.0,1.85,2.1,2.26,0
2023-08-19,E0,15:00,Liverpool,Bournemouth,H,H,T Bramall,2023/2024,100.0,13,100.0,26,68.42,3.0,78.95,3.0,5,1.0,1.0,1.32,4.0,2.05,1
2023-09-02,E0,15:00,Brentford,Bournemouth,D,D,R Madley,2023/2024,66.67,12,100.0,21,68.42,2.5,78.95,1.67,5,1.67,1.5,1.85,2.0,2.05,1
2023-09-24,E0,14:00,Brighton,Bournemouth,H,D,J Brooks,2023/2024,100.0,12,100.0,13,57.89,2.67,78.95,2.75,4,1.5,1.33,1.48,2.75,2.05,1
2023-10-07,E0,15:00,Everton,Bournemouth,H,H,D Coote,2023/2024,40.0,11,100.0,25,36.84,2.75,78.95,0.8,4,1.0,1.0,1.9,2.04,2.05,1
2023-11-04,E0,15:00,Man City,Bournemouth,H,H,C Pawson,2023/2024,60.0,5,100.0,21,57.89,3.4,78.95,3.2,1,0.6,1.0,1.35,3.5,2.05,1
2023-11-25,E0,15:00,Sheffield United,Bournemouth,A,A,A Madley,2023/2024,100.0,23,100.0,10,84.21,3.0,78.95,1.2,11,3.2,1.4,2.01,1.96,2.05,1
2023-12-06,E0,19:30,Crystal Palace,Bournemouth,A,A,C Pawson,2023/2024,40.0,11,80.0,16,63.16,2.6,78.95,0.6,4,1.4,1.4,2.09,1.83,2.05,0
2023-12-09,E0,15:00,Man United,Bournemouth,A,A,P Bankes,2023/2024,80.0,10,80.0,20,68.42,2.0,78.95,1.0,4,1.6,1.8,1.5,2.6,2.05,1
2023-12-23,E0,15:00,Nott'm Forest,Bournemouth,A,D,R Jones,2023/2024,40.0,18,80.0,11,52.63,1.8,78.95,1.2,7,1.8,2.4,2.03,1.95,2.05,1
2023-12-31,E0,14:00,Tottenham,Bournemouth,H,H,S Hooper,2023/2024,100.0,24,80.0,12,84.21,1.2,78.95,2.2,4,1.4,2.4,1.36,3.5,2.05,1
2024-02-01,E0,19:30,West Ham,Bournemouth,D,A,T Robinson,2023/2024,20.0,9,60.0,9,52.63,1.2,78.95,1.4,4,0.4,2.0,1.81,2.05,2.05,0
2024-02-10,E0,15:00,Fulham,Bournemouth,H,H,D England,2023/2024,60.0,25,80.0,7,63.16,1.8,78.95,2.0,4,0.8,1.8,1.9,2.05,2.05,1
2024-02-17,E0,15:00,Newcastle,Bournemouth,D,D,M Salisbury,2023/2024,100.0,12,80.0,17,68.42,2.2,78.95,2.4,7,2.4,1.6,1.61,2.4,2.05,1
