Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Referee,Season,Last5HomeOver2.5Perc,AS,Last5AwayOver2.5Perc,HS,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,AwayOver2.5Perc,AvgLast5HomeGoalsScored,AST,AvgLast5HomeGoalsConceded,AvgLast5AwayGoalsScored,MaxC>2.5,B365C<2.5,AvgAwayGoalsConceded,Over2.5
2024-03-16,E0,15:00,Luton,Nott'm Forest,D,A,D England,2023/2024,80.0,16,40.0,10,68.42,2.0,57.89,1.8,6,1.8,1.2,1.78,2.1,1.95,0
2024-04-07,E0,18:00,Tottenham,Nott'm Forest,H,D,S Hooper,2023/2024,100.0,13,40.0,17,84.21,2.0,57.89,2.2,6,1.2,1.0,1.43,3.0,1.95,1
2024-04-21,E0,13:30,Everton,Nott'm Forest,H,H,A Taylor,2023/2024,40.0,8,40.0,7,36.84,2.2,57.89,1.4,3,1.2,0.8,2.18,1.73,1.95,0
2024-05-04,E0,15:00,Sheffield United,Nott'm Forest,A,D,C Kavanagh,2023/2024,100.0,15,40.0,17,84.21,1.6,57.89,1.4,4,3.6,1.0,1.61,2.38,1.95,1
2024-05-19,E0,16:00,Burnley,Nott'm Forest,A,A,G Scott,2023/2024,60.0,12,60.0,20,57.89,1.6,57.89,1.2,6,1.8,1.4,1.6,2.5,1.95,1
2024-08-24,E0,15:00,Southampton,Nott'm Forest,A,D,S Barrott,2024/2025,0.0,23,0.0,5,68.42,0.0,68.42,0.0,8,1.0,1.0,1.97,2.0,1.58,0
2024-09-14,E0,15:00,Liverpool,Nott'm Forest,A,D,M Oliver,2024/2025,0.0,5,0.0,14,63.16,0.0,68.42,1.0,3,0.5,1.0,1.44,3.0,1.58,0
2024-09-22,E0,14:00,Brighton,Nott'm Forest,D,H,R Jones,2024/2025,66.67,4,33.33,14,68.42,0.67,68.42,1.33,3,1.0,1.33,1.99,2.0,1.58,1
2024-10-06,E0,14:00,Chelsea,Nott'm Forest,D,D,C Kavanagh,2024/2025,25.0,16,25.0,22,57.89,0.75,68.42,1.5,9,1.5,1.25,1.63,2.38,1.58,0
2024-10-25,E0,20:00,Leicester,Nott'm Forest,A,D,C Pawson,2024/2025,40.0,20,40.0,11,47.37,0.8,68.42,1.0,5,1.4,1.6,2.04,1.89,1.58,1
2024-11-23,E0,15:00,Arsenal,Nott'm Forest,H,H,S Hooper,2024/2025,80.0,7,60.0,19,52.63,1.4,68.42,2.6,0,1.2,1.4,1.9,2.03,1.58,1
2024-12-04,E0,19:30,Man City,Nott'm Forest,H,H,M Oliver,2024/2025,80.0,12,80.0,17,73.68,2.0,68.42,1.8,3,1.6,1.2,1.51,2.75,1.58,1
2024-12-07,E0,17:30,Man United,Nott'm Forest,A,D,D England,2024/2025,80.0,11,80.0,17,52.63,2.0,68.42,2.4,3,1.0,1.4,1.88,2.1,1.58,1
2024-12-21,E0,15:00,Brentford,Nott'm Forest,A,A,M Oliver,2024/2025,80.0,10,80.0,7,63.16,1.8,68.42,3.0,6,2.0,1.6,1.64,2.38,1.58,0
2024-12-29,E0,15:00,Everton,Nott'm Forest,A,A,T Harrington,2024/2025,20.0,11,60.0,13,47.37,1.6,68.42,1.0,7,0.6,1.4,2.45,1.62,1.58,0
2025-01-06,E0,20:00,Wolves,Nott'm Forest,A,A,P Bankes,2024/2025,60.0,11,60.0,13,57.89,1.0,68.42,1.4,3,1.8,2.0,2.1,2.03,1.58,1
2025-01-25,E0,15:00,Bournemouth,Nott'm Forest,H,H,C Pawson,2024/2025,20.0,18,60.0,16,31.58,1.4,68.42,1.6,4,0.2,2.0,1.87,2.1,1.58,1
2025-02-15,E0,15:00,Fulham,Nott'm Forest,H,D,T Bramall,2024/2025,60.0,8,60.0,24,63.16,1.4,68.42,1.2,2,1.2,1.6,2.04,1.92,1.58,1
2025-02-23,E0,14:00,Newcastle,Nott'm Forest,H,H,J Gillett,2024/2025,100.0,17,80.0,13,63.16,2.2,68.42,2.4,5,1.8,1.8,1.62,2.38,1.58,1
2025-03-15,E0,15:00,Ipswich,Nott'm Forest,A,A,M Salisbury,2024/2025,80.0,11,100.0,11,52.63,2.6,68.42,0.8,6,3.6,2.2,1.99,1.95,1.58,1
2025-04-05,E0,17:30,Aston Villa,Nott'm Forest,H,H,S Hooper,2024/2025,60.0,19,100.0,17,57.89,3.0,68.42,1.6,3,1.2,1.8,1.99,1.95,1.58,1
2025-04-21,E0,20:00,Tottenham,Nott'm Forest,A,A,P Bankes,2024/2025,60.0,4,100.0,22,73.68,2.2,68.42,1.4,3,1.2,2.2,1.7,2.2,1.58,1
2025-05-05,E0,20:00,Crystal Palace,Nott'm Forest,D,D,A Madley,2024/2025,40.0,12,80.0,20,47.37,2.0,68.42,1.6,4,0.6,2.2,2.05,1.89,1.58,0
2025-05-18,E0,14:15,West Ham,Nott'm Forest,A,A,S Barrott,2024/2025,40.0,10,80.0,16,57.89,1.4,68.42,1.0,5,1.4,2.0,2.03,1.88,1.58,1
2023-08-18,E0,19:45,Nott'm Forest,Sheffield United,H,H,P Bankes,2023/2024,100.0,7,100.0,16,52.63,2.0,57.89,2.0,3,1.0,1.0,2.31,1.67,2.47,1
2023-09-16,E0,15:00,Tottenham,Sheffield United,H,D,P Bankes,2023/2024,50.0,7,100.0,28,84.21,2.0,57.89,2.0,5,0.5,1.0,1.45,3.0,2.47,1
2023-09-30,E0,15:00,West Ham,Sheffield United,H,H,G Scott,2023/2024,66.67,16,66.67,20,52.63,2.0,57.89,2.0,2,1.33,0.67,1.82,2.1,2.47,0
2023-10-07,E0,15:00,Fulham,Sheffield United,H,D,S Barrott,2023/2024,50.0,5,75.0,20,63.16,2.25,57.89,1.0,2,1.5,0.75,1.87,2.08,2.47,1
2023-10-28,E0,15:00,Arsenal,Sheffield United,H,H,T Robinson,2023/2024,80.0,2,80.0,13,73.68,2.8,57.89,2.6,0,1.0,0.6,1.4,3.1,2.47,1
2023-11-12,E0,14:00,Brighton,Sheffield United,D,H,J Brooks,2023/2024,60.0,9,60.0,11,57.89,2.6,57.89,2.0,1,1.2,0.6,1.56,2.5,2.47,0
2023-12-02,E0,15:00,Burnley,Sheffield United,H,H,C Kavanagh,2023/2024,60.0,6,60.0,19,57.89,3.2,57.89,1.4,3,1.8,0.4,2.16,1.73,2.47,1
2023-12-16,E0,15:00,Chelsea,Sheffield United,H,D,A Madley,2023/2024,60.0,6,60.0,15,63.16,3.2,57.89,2.2,1,2.0,0.4,1.43,2.88,2.47,0
2023-12-22,E0,20:00,Aston Villa,Sheffield United,D,D,A Taylor,2023/2024,40.0,5,40.0,12,78.95,2.8,57.89,1.8,2,0.6,0.4,1.45,2.88,2.47,0
2023-12-30,E0,15:00,Man City,Sheffield United,H,H,D Coote,2023/2024,60.0,4,20.0,18,57.89,2.2,57.89,2.8,2,1.4,0.4,1.36,3.5,2.47,0
2024-01-30,E0,20:00,Crystal Palace,Sheffield United,H,D,T Harrington,2023/2024,60.0,9,40.0,12,63.16,2.6,57.89,1.6,5,1.6,0.6,2.11,1.83,2.47,1
2024-02-10,E0,15:00,Luton,Sheffield United,A,A,C Kavanagh,2023/2024,80.0,7,40.0,20,68.42,1.8,57.89,1.8,3,1.6,1.2,1.85,2.0,2.47,1
2024-02-25,E0,13:30,Wolves,Sheffield United,H,H,D Bond,2023/2024,60.0,12,40.0,13,63.16,1.6,57.89,1.8,4,1.4,1.2,1.81,2.08,2.47,0
2024-03-09,E0,15:00,Bournemouth,Sheffield United,D,A,A Taylor,2023/2024,60.0,13,60.0,32,63.16,1.8,57.89,1.2,9,1.6,1.4,1.5,2.88,2.47,1
2024-04-04,E0,19:30,Liverpool,Sheffield United,H,H,S Attwell,2023/2024,80.0,8,80.0,29,68.42,2.0,57.89,2.6,3,1.0,1.6,1.19,5.0,2.47,1
2024-04-13,E0,15:00,Brentford,Sheffield United,H,D,S Barrott,2023/2024,40.0,8,60.0,9,68.42,1.8,57.89,1.2,2,1.4,1.2,1.53,2.63,2.47,0
2024-04-24,E0,20:00,Man United,Sheffield United,H,D,M Salisbury,2023/2024,80.0,10,60.0,25,68.42,2.4,57.89,2.4,4,1.2,1.0,1.37,3.4,2.47,1
2024-04-27,E0,15:00,Newcastle,Sheffield United,H,D,T Harrington,2023/2024,80.0,15,80.0,20,68.42,3.2,57.89,3.4,5,1.0,1.2,1.33,3.75,2.47,1
2024-05-11,E0,15:00,Everton,Sheffield United,H,H,S Attwell,2023/2024,0.0,13,60.0,15,36.84,3.0,57.89,1.4,1,0.0,0.8,1.55,2.5,2.47,0
2022-08-06,E0,15:00,Tottenham,Southampton,H,H,A Marriner,2022/2023,100.0,10,100.0,18,57.89,4.0,57.89,4.0,2,1.0,1.0,1.67,2.3,1.89,1
2022-08-20,E0,15:00,Leicester,Southampton,A,D,M Salisbury,2022/2023,100.0,9,100.0,6,63.16,2.5,57.89,1.5,3,2.0,1.5,1.7,2.37,1.89,1
2022-09-03,E0,15:00,Wolves,Southampton,H,H,J Brooks,2022/2023,0.0,12,66.67,7,26.32,2.0,57.89,0.67,1,0.33,1.0,2.08,1.86,1.89,0
2022-09-16,E0,20:00,Aston Villa,Southampton,H,H,T Harrington,2022/2023,25.0,7,50.0,11,57.89,1.75,57.89,1.0,1,0.75,0.75,1.93,1.98,1.89,0
2022-10-08,E0,15:00,Man City,Southampton,H,H,A Madley,2022/2023,100.0,5,60.0,21,84.21,2.2,57.89,4.8,0,1.0,0.6,1.29,4.0,1.89,1
2022-10-19,E0,19:30,Bournemouth,Southampton,A,A,J Brooks,2022/2023,40.0,9,40.0,15,47.37,1.4,57.89,0.4,3,1.0,0.6,2.24,1.72,1.89,0
2022-10-29,E0,15:00,Crystal Palace,Southampton,H,H,M Salisbury,2022/2023,60.0,14,20.0,12,42.11,1.4,57.89,1.4,4,1.0,0.2,2.2,1.72,1.89,0
2022-11-12,E0,15:00,Liverpool,Southampton,H,H,S Hooper,2022/2023,60.0,9,40.0,15,52.63,1.8,57.89,1.8,5,1.2,0.4,1.47,3.2,1.89,1
2022-12-31,E0,15:00,Fulham,Southampton,H,H,G Scott,2022/2023,80.0,9,60.0,8,73.68,2.0,57.89,1.6,3,1.0,0.6,1.83,2.1,1.89,1
2023-01-14,E0,15:00,Everton,Southampton,A,H,J Brooks,2022/2023,80.0,13,60.0,12,42.11,1.4,57.89,1.2,5,2.0,1.0,2.35,1.62,1.89,1
2023-02-04,E0,15:00,Brentford,Southampton,H,H,D Bond,2022/2023,60.0,14,80.0,14,47.37,2.0,57.89,2.2,6,0.8,0.8,2.13,1.82,1.89,1
2023-02-18,E0,15:00,Chelsea,Southampton,A,A,D Coote,2022/2023,0.0,8,80.0,17,36.84,1.8,57.89,0.6,5,0.4,1.0,1.82,2.1,1.89,0
2023-02-25,E0,15:00,Leeds,Southampton,H,D,P Bankes,2022/2023,40.0,8,60.0,14,63.16,1.4,57.89,0.8,2,1.4,0.8,1.97,1.95,1.89,0
2023-03-12,E0,14:00,Man United,Southampton,D,D,A Taylor,2022/2023,80.0,17,40.0,10,57.89,1.0,57.89,1.8,4,0.8,0.6,1.57,2.63,1.89,0
2023-04-02,E0,14:00,West Ham,Southampton,H,H,P Tierney,2022/2023,20.0,9,20.0,12,36.84,1.0,57.89,1.8,3,0.4,0.2,2.14,1.8,1.89,0
2023-04-21,E0,20:00,Arsenal,Southampton,D,A,S Hooper,2022/2023,100.0,8,20.0,25,89.47,1.0,57.89,3.6,6,1.4,0.8,1.57,2.5,1.89,1
2023-04-30,E0,14:00,Newcastle,Southampton,H,A,A Taylor,2022/2023,60.0,4,40.0,22,36.84,1.6,57.89,2.6,3,1.0,0.8,1.62,2.5,1.89,1
2023-05-08,E0,20:00,Nott'm Forest,Southampton,H,H,M Oliver,2022/2023,60.0,19,60.0,9,36.84,2.2,57.89,1.8,5,1.8,1.4,2.23,1.73,1.89,1
2023-05-21,E0,14:00,Brighton,Southampton,H,H,P Tierney,2022/2023,80.0,5,80.0,26,52.63,2.8,57.89,2.8,1,1.8,1.6,1.4,3.4,1.89,1
2024-08-17,E0,15:00,Newcastle,Southampton,H,H,C Pawson,2024/2025,0.0,19,0.0,3,63.16,1.0,52.63,1.0,4,0.0,0.0,1.46,2.75,2.05,0
2024-08-31,E0,15:00,Brentford,Southampton,H,H,J Smith,2024/2025,100.0,18,50.0,20,63.16,2.0,52.63,2.5,6,1.0,0.5,1.85,2.0,2.05,1
2024-09-30,E0,20:00,Bournemouth,Southampton,H,H,M Oliver,2024/2025,33.33,9,66.67,14,31.58,2.33,52.63,1.33,3,1.0,0.67,1.64,2.38,2.05,1
2024-10-05,E0,15:00,Arsenal,Southampton,H,D,T Harrington,2024/2025,50.0,8,75.0,29,52.63,2.5,52.63,2.5,2,1.0,0.75,1.46,2.75,2.05,1
2024-10-26,E0,15:00,Man City,Southampton,H,H,T Harrington,2024/2025,80.0,5,60.0,22,73.68,2.2,52.63,2.4,2,1.2,0.6,1.25,4.0,2.05,0
2024-11-09,E0,15:00,Wolves,Southampton,H,H,T Bramall,2024/2025,80.0,9,60.0,8,57.89,2.4,52.63,1.4,0,1.6,0.6,1.75,2.1,2.05,0
2024-11-29,E0,20:00,Brighton,Southampton,D,H,R Jones,2024/2025,80.0,10,40.0,22,68.42,2.0,52.63,2.0,2,1.6,0.6,1.42,3.2,2.05,0
2024-12-07,E0,15:00,Aston Villa,Southampton,H,H,D Bond,2024/2025,40.0,4,20.0,18,57.89,1.6,52.63,1.4,0,0.8,0.4,1.51,2.75,2.05,0
2024-12-22,E0,14:00,Fulham,Southampton,D,D,T Robinson,2024/2025,60.0,5,0.0,16,63.16,1.0,52.63,1.4,1,1.4,0.2,1.82,2.1,2.05,0
2024-12-29,E0,15:00,Crystal Palace,Southampton,H,D,M Salisbury,2024/2025,60.0,7,20.0,19,47.37,1.2,52.63,1.2,3,2.2,0.4,1.81,2.2,2.05,1
2025-01-16,E0,20:00,Man United,Southampton,H,A,J Brooks,2024/2025,80.0,13,40.0,23,52.63,1.4,52.63,1.8,5,1.8,0.6,1.58,2.38,2.05,1
2025-01-19,E0,14:00,Nott'm Forest,Southampton,H,H,A Taylor,2024/2025,40.0,10,60.0,14,31.58,1.8,52.63,1.6,4,0.8,0.8,1.75,2.2,2.05,1
2025-02-01,E0,15:00,Ipswich,Southampton,A,D,M Oliver,2024/2025,60.0,9,80.0,15,52.63,1.8,52.63,0.6,4,2.8,1.2,1.89,2.1,2.05,1
2025-02-25,E0,20:15,Chelsea,Southampton,H,H,T Bramall,2024/2025,100.0,7,100.0,19,57.89,2.6,52.63,2.4,2,1.2,1.2,1.31,3.75,2.05,1
2025-03-08,E0,15:00,Liverpool,Southampton,H,A,L Smith,2024/2025,80.0,6,100.0,28,63.16,2.8,52.63,2.6,4,1.0,1.2,1.3,4.0,2.05,1
2025-04-06,E0,14:00,Tottenham,Southampton,H,H,M Salisbury,2024/2025,60.0,12,100.0,13,73.68,2.8,52.63,1.4,4,1.2,1.2,1.45,3.2,2.05,1
2025-04-19,E0,15:00,West Ham,Southampton,D,D,A Kitchen,2024/2025,20.0,15,80.0,12,57.89,2.4,52.63,1.0,4,1.0,1.0,1.63,2.38,2.05,0
2025-05-03,E0,15:00,Leicester,Southampton,H,H,D Webb,2024/2025,60.0,8,60.0,14,47.37,2.6,52.63,0.4,2,2.2,0.6,1.9,2.1,2.05,0
2025-05-18,E0,12:00,Everton,Southampton,H,H,M Oliver,2024/2025,20.0,6,40.0,13,47.37,2.2,52.63,1.2,2,1.2,0.6,1.82,2.1,2.05,0
2022-08-14,E0,16:30,Chelsea,Tottenham,D,H,A Taylor,2022/2023,100.0,10,100.0,16,36.84,2.0,63.16,2.0,5,2.0,2.0,1.99,1.95,2.0,1
2022-08-28,E0,16:30,Nott'm Forest,Tottenham,A,A,C Pawson,2022/2023,0.0,18,50.0,17,36.84,1.0,63.16,0.5,7,1.0,2.0,1.75,2.3,2.0,0
2022-08-31,E0,19:45,West Ham,Tottenham,D,A,P Bankes,2022/2023,0.0,13,33.33,14,36.84,1.0,63.16,0.33,4,1.67,1.67,1.91,2.01,2.0,0
2022-10-01,E0,12:30,Arsenal,Tottenham,H,D,A Taylor,2022/2023,100.0,7,50.0,22,89.47,1.5,63.16,2.75,3,1.25,1.5,1.81,2.1,2.0,1
2022-10-08,E0,17:30,Brighton,Tottenham,A,A,T Harrington,2022/2023,25.0,8,40.0,14,52.63,1.2,63.16,1.5,3,0.75,1.4,2.05,1.87,2.0,0
2022-10-19,E0,20:15,Man United,Tottenham,H,D,S Hooper,2022/2023,60.0,9,20.0,28,57.89,1.2,63.16,1.6,2,0.8,1.0,1.89,2.0,2.0,0
2022-10-29,E0,15:00,Bournemouth,Tottenham,A,H,A Taylor,2022/2023,40.0,23,40.0,6,47.37,1.6,63.16,0.8,7,1.0,1.2,2.11,1.86,2.0,1
2022-12-26,E0,12:30,Brentford,Tottenham,D,H,D Coote,2022/2023,40.0,16,60.0,9,47.37,1.8,63.16,1.0,8,1.2,1.4,1.82,2.1,2.0,1
2023-01-04,E0,20:00,Crystal Palace,Tottenham,A,D,M Oliver,2022/2023,80.0,14,60.0,19,42.11,1.2,63.16,1.0,6,1.8,2.0,2.01,1.92,2.0,1
2023-01-19,E0,20:00,Man City,Tottenham,H,A,S Hooper,2022/2023,80.0,9,80.0,16,84.21,2.0,63.16,2.2,3,1.4,2.2,1.57,2.5,2.0,1
2023-01-23,E0,20:00,Fulham,Tottenham,A,A,P Tierney,2022/2023,60.0,10,80.0,10,73.68,1.6,63.16,1.0,3,1.0,2.4,1.72,2.2,2.0,0
2023-02-11,E0,15:00,Leicester,Tottenham,H,H,M Salisbury,2022/2023,60.0,11,80.0,15,63.16,2.0,63.16,1.2,4,1.6,2.0,1.77,2.1,2.0,1
2023-03-04,E0,15:00,Wolves,Tottenham,H,D,T Robinson,2022/2023,20.0,21,60.0,8,26.32,1.8,63.16,1.0,6,0.4,1.6,2.38,1.67,2.0,0
2023-03-18,E0,15:00,Southampton,Tottenham,D,A,S Hooper,2022/2023,40.0,17,60.0,19,47.37,2.4,63.16,1.0,3,1.6,1.4,2.12,1.83,2.0,1
2023-04-03,E0,20:00,Everton,Tottenham,D,D,D Coote,2022/2023,0.0,8,40.0,15,42.11,1.8,63.16,0.8,2,0.6,1.2,2.29,1.67,2.0,0
2023-04-23,E0,14:00,Newcastle,Tottenham,H,H,D Coote,2022/2023,40.0,11,60.0,25,36.84,3.0,63.16,2.2,3,1.0,1.2,1.89,2.1,2.0,1
2023-04-30,E0,16:30,Liverpool,Tottenham,H,H,P Tierney,2022/2023,80.0,10,60.0,12,52.63,3.0,63.16,3.6,7,1.4,1.6,1.41,3.0,2.0,1
2023-05-13,E0,15:00,Aston Villa,Tottenham,H,H,P Bankes,2022/2023,60.0,5,80.0,8,57.89,3.2,63.16,2.2,2,0.2,1.8,1.76,2.2,2.0,1
2023-05-28,E0,16:30,Leeds,Tottenham,A,A,A Taylor,2022/2023,80.0,11,80.0,19,63.16,2.8,63.16,1.2,7,3.6,2.0,1.6,2.5,2.0,1
2023-08-13,E0,14:00,Brentford,Tottenham,D,D,R Jones,2023/2024,100.0,18,100.0,11,68.42,2.0,73.68,2.0,6,2.0,2.0,1.78,2.1,1.79,1
2023-08-26,E0,12:30,Bournemouth,Tottenham,A,A,T Robinson,2023/2024,0.0,17,50.0,11,63.16,1.0,73.68,0.5,6,1.5,2.0,1.61,2.38,1.79,0
2023-09-02,E0,15:00,Burnley,Tottenham,A,A,D England,2023/2024,100.0,20,66.67,16,57.89,1.33,73.68,1.0,10,3.67,3.0,1.73,2.2,1.79,1
2023-09-24,E0,14:00,Arsenal,Tottenham,D,D,R Jones,2023/2024,100.0,13,75.0,13,73.68,1.5,73.68,2.25,5,1.5,2.75,1.59,2.5,1.79,1
2023-10-07,E0,12:30,Luton,Tottenham,A,D,J Brooks,2023/2024,50.0,15,60.0,12,68.42,1.2,73.68,0.75,4,1.5,2.4,1.53,2.6,1.79,0
2023-10-27,E0,20:00,Crystal Palace,Tottenham,A,D,A Madley,2023/2024,40.0,10,60.0,13,63.16,1.0,73.68,0.8,1,1.0,2.4,2.0,1.98,1.79,1
2023-11-11,E0,12:30,Wolves,Tottenham,H,A,T Robinson,2023/2024,80.0,6,80.0,17,63.16,1.4,73.68,1.6,2,1.6,2.2,1.97,2.01,1.79,1
2023-12-03,E0,16:30,Man City,Tottenham,D,H,S Hooper,2023/2024,60.0,8,80.0,18,57.89,1.6,73.68,2.8,4,1.2,1.8,1.35,3.6,1.79,1
2023-12-15,E0,20:00,Nott'm Forest,Tottenham,A,A,J Gillett,2023/2024,40.0,12,60.0,15,52.63,1.2,73.68,1.2,6,1.6,1.8,1.76,2.1,1.79,0
2023-12-28,E0,19:30,Brighton,Tottenham,H,H,J Gillett,2023/2024,40.0,19,80.0,15,57.89,2.0,73.68,1.8,3,1.2,2.0,1.48,2.7,1.79,1
2024-01-14,E0,16:30,Man United,Tottenham,D,H,J Brooks,2023/2024,80.0,16,80.0,9,68.42,2.2,73.68,1.6,6,1.6,2.0,1.51,2.6,1.79,1
2024-02-03,E0,12:30,Everton,Tottenham,D,A,M Oliver,2023/2024,60.0,9,80.0,14,36.84,2.2,73.68,1.6,6,1.0,2.2,1.7,2.25,1.79,1
2024-03-10,E0,13:00,Aston Villa,Tottenham,A,D,C Kavanagh,2023/2024,100.0,9,80.0,10,78.95,1.6,73.68,1.8,5,2.6,2.4,1.42,3.1,1.79,1
2024-03-16,E0,17:30,Fulham,Tottenham,H,H,R Jones,2023/2024,80.0,14,100.0,16,63.16,2.2,73.68,2.0,5,0.6,2.0,1.5,2.7,1.79,1
2024-04-02,E0,20:15,West Ham,Tottenham,D,D,J Brooks,2023/2024,60.0,13,80.0,11,52.63,1.6,73.68,1.6,4,2.4,1.8,1.44,3.0,1.79,0
2024-04-13,E0,12:30,Newcastle,Tottenham,H,H,T Robinson,2023/2024,80.0,11,80.0,18,68.42,2.0,73.68,2.8,2,1.2,1.4,1.38,3.4,1.79,1
2024-05-02,E0,19:30,Chelsea,Tottenham,H,H,R Jones,2023/2024,80.0,19,60.0,16,63.16,2.0,73.68,3.4,3,1.4,1.0,1.35,3.4,1.79,0
2024-05-05,E0,16:30,Liverpool,Tottenham,H,H,P Tierney,2023/2024,60.0,11,60.0,25,68.42,2.8,73.68,2.0,6,1.2,0.6,1.29,4.0,1.79,1
2024-05-19,E0,16:00,Sheffield United,Tottenham,A,A,A Madley,2023/2024,100.0,18,60.0,6,84.21,2.2,73.68,1.4,9,3.0,1.2,1.3,3.75,1.79,1
2024-08-19,E0,20:00,Leicester,Tottenham,D,A,C Kavanagh,2024/2025,0.0,15,0.0,7,47.37,1.0,52.63,1.0,7,1.0,1.0,1.57,2.38,1.58,0
2024-09-01,E0,13:30,Newcastle,Tottenham,H,H,R Jones,2024/2025,50.0,20,50.0,9,63.16,1.5,52.63,1.5,6,0.5,1.0,1.42,3.0,1.58,1
2024-09-29,E0,16:30,Man United,Tottenham,A,A,C Kavanagh,2024/2025,66.67,24,66.67,11,52.63,1.0,52.63,0.33,10,2.0,1.67,1.46,2.75,1.58,1
2024-10-06,E0,16:30,Brighton,Tottenham,H,A,D Coote,2024/2025,75.0,13,75.0,11,68.42,1.5,52.63,1.75,3,1.25,1.75,1.43,3.0,1.58,1
2024-10-27,E0,14:00,Crystal Palace,Tottenham,H,H,D Bond,2024/2025,20.0,11,60.0,14,47.37,1.4,52.63,0.6,3,1.0,1.4,1.56,2.63,1.58,0
2024-11-23,E0,17:30,Man City,Tottenham,A,A,J Brooks,2024/2025,80.0,9,80.0,23,73.68,1.2,52.63,1.6,7,1.8,2.0,1.35,3.4,1.58,1
2024-12-05,E0,20:15,Bournemouth,Tottenham,H,H,S Hooper,2024/2025,60.0,12,60.0,21,31.58,1.0,52.63,1.8,4,0.8,1.8,1.47,2.75,1.58,0
2024-12-15,E0,19:00,Southampton,Tottenham,A,A,D England,2024/2025,80.0,18,60.0,9,68.42,1.0,52.63,1.2,9,3.2,2.2,1.33,4.0,1.58,1
2024-12-26,E0,15:00,Nott'm Forest,Tottenham,H,H,C Pawson,2024/2025,60.0,13,40.0,10,31.58,0.6,52.63,1.6,4,0.8,1.8,1.44,3.0,1.58,0
2025-01-15,E0,20:00,Arsenal,Tottenham,H,H,S Hooper,2024/2025,40.0,10,60.0,14,52.63,0.8,52.63,1.6,2,0.2,2.0,1.58,2.63,1.58,1
2025-01-19,E0,14:00,Everton,Tottenham,H,H,D England,2024/2025,40.0,11,60.0,12,47.37,1.4,52.63,1.4,6,1.0,1.6,1.88,2.03,1.58,1
2025-02-02,E0,14:00,Brentford,Tottenham,A,A,J Gillett,2024/2025,40.0,13,60.0,20,63.16,1.2,52.63,0.6,2,2.2,2.0,1.37,3.75,1.58,0
2025-02-22,E0,15:00,Ipswich,Tottenham,A,A,T Robinson,2024/2025,60.0,10,60.0,17,52.63,1.4,52.63,0.8,6,2.8,1.8,1.54,2.63,1.58,1
2025-03-16,E0,13:30,Fulham,Tottenham,H,D,A Madley,2024/2025,40.0,12,60.0,13,63.16,1.6,52.63,1.2,4,1.2,1.8,1.72,2.2,1.58,0
2025-04-03,E0,20:00,Chelsea,Tottenham,H,D,C Pawson,2024/2025,60.0,8,40.0,11,57.89,1.4,52.63,2.2,2,0.4,1.6,1.5,2.75,1.58,0
2025-04-13,E0,14:00,Wolves,Tottenham,H,H,A Taylor,2024/2025,40.0,11,40.0,13,57.89,1.6,52.63,1.8,4,1.0,1.6,1.9,2.0,1.58,1
2025-04-27,E0,16:30,Liverpool,Tottenham,H,H,T Bramall,2024/2025,60.0,8,60.0,25,63.16,2.6,52.63,2.6,3,0.6,1.4,1.32,3.5,1.58,1
2025-05-04,E0,14:00,West Ham,Tottenham,D,D,M Oliver,2024/2025,20.0,7,40.0,11,57.89,2.6,52.63,1.2,2,1.0,0.8,1.61,2.38,1.58,0
2025-05-16,E0,19:30,Aston Villa,Tottenham,H,D,P Bankes,2024/2025,60.0,3,40.0,18,57.89,2.6,52.63,2.2,1,0.6,0.8,1.37,3.2,1.58,0
2022-08-14,E0,14:00,Nott'm Forest,West Ham,H,H,R Jones,2022/2023,0.0,19,0.0,13,36.84,1.0,42.11,1.0,5,0.0,0.0,1.92,1.99,1.63,0
2022-08-28,E0,14:00,Aston Villa,West Ham,A,D,D Coote,2022/2023,50.0,7,0.0,9,57.89,0.5,42.11,1.0,2,1.0,0.5,2.06,1.96,1.63,0
2022-09-03,E0,15:00,Chelsea,West Ham,H,D,A Madley,2022/2023,100.0,6,33.33,8,36.84,1.0,42.11,2.0,3,1.33,0.67,1.97,1.97,1.63,1
2022-09-18,E0,14:15,Everton,West Ham,H,D,M Oliver,2022/2023,0.0,14,25.0,7,42.11,1.0,42.11,0.5,4,0.5,0.5,2.26,1.84,1.63,0
2022-10-16,E0,14:00,Southampton,West Ham,D,H,P Bankes,2022/2023,60.0,25,20.0,10,47.37,1.0,42.11,1.2,4,1.4,0.6,2.06,1.86,1.63,0
2022-10-19,E0,19:30,Liverpool,West Ham,H,H,S Attwell,2022/2023,60.0,8,20.0,22,52.63,1.0,42.11,3.2,3,0.8,0.6,1.59,2.37,1.63,0
2022-10-30,E0,16:15,Man United,West Ham,H,H,C Kavanagh,2022/2023,40.0,13,20.0,16,57.89,1.2,42.11,1.6,5,0.4,0.4,1.93,1.99,1.63,0
2022-12-26,E0,20:00,Arsenal,West Ham,H,A,M Oliver,2022/2023,100.0,8,20.0,16,89.47,1.4,42.11,3.2,4,1.0,0.4,2.02,2.0,1.63,1
2023-01-04,E0,19:45,Leeds,West Ham,D,D,D Coote,2022/2023,80.0,15,40.0,14,63.16,1.6,42.11,1.8,2,2.4,0.8,2.02,1.91,1.63,1
